,bulk_sample_1,scRNA_sample_1
5830411N06Rik,10,0
Gm13781,0,0
Vmn2r58,0,0
Gm6956,0,0
Vmn1r5,0,0
Rgs22,3,36
Whrn,85,2
Gm4234,0,0
Lyrm4,6,25
Gm12145,0,0
Gm12005,1,34
Dhrs9,4,5
Pgam5,30,5
Mir218-1,0,0
Gsdma,33,31
Olfr374,0,0
Arhgef18,70,17
Gm15023,1,0
Tmprss11g,1,0
Cog4,81,40
Gm12140,0,0
Acot12,4,5
Ptprv,35,0
Ckmt1,230,322
Zfp235,28,0
Eps8l2,27,145
Rtn4rl2,3,0
Mical2,23,0
Uts2r,3,0
Gm10327,1,3
Magea8,0,0
Gm8835,1,0
Arhgap15,2,12
Gm11197,0,0
Olfr504,0,0
Olfr985,0,0
Gm14745,0,0
Gm7158,0,0
Dpm1,10,79
Gm5396,0,2
Lmln,8,17
Asl,70,113
Fancl,8,6
Gm11951,0,0
Gm14602,0,5
Ccdc160,3,5
Gm9867,0,0
Gm10000,0,0
Gm5246,0,0
Gm12600,0,0
C430039J16Rik,0,8
Fscb,0,0
Gm15367,0,0
Crocc,13,1
Avpr2,0,0
Zscan12,9,3
Fbll1,1,0
Gm4478,0,18
Sh3pxd2b,42,2
Zbtb12,14,8
Ifitm1,12,12
Gm13066,0,0
Prss40,0,0
Fabp3-ps1,1,0
Zdhhc22,8,0
Hnrnpa0,236,44
A4gnt,9,0
Grhl3,59,2
Stox1,38,26
Gm20515,0,0
Vmn1r-ps60,0,0
Cyp3a44,2,0
Arhgef40,325,11
Fbrsl1,73,10
Fam83g,161,34
Ugt1a1,1,6
Rph3al,19,5
Robo1,204,63
Vmn1r212,0,0
Fshr,0,0
Aldh16a1,55,32
Gm6419,2,0
Gm12496,0,0
Cops7b,22,22
Gm8749,0,0
Gm14243,1,0
Dars,68,27
Bin1,101,80
Gm15080,0,0
Obox2,0,0
Gm14326,1,0
Tspyl1,97,19
Fgg,44,0
Gnl3l,62,80
Gm9970,0,0
Iqgap3,65,1
Csn1s2a,22,0
Rsl1,6,2
Slc35f1,3,0
Gm15168,0,0
Snora74a,0,0
Gm10217,0,0
Tymp,1,0
Gm16599,0,0
Map4k1,5,13
Cdca7,6,0
Olfr683,0,0
Mrpl27,15,72
Pbld1,2,0
Senp7,21,23
Hs1bp3,11,12
Gm4918,0,0
Gm14389,0,0
Zbtb38,43,116
6030445D17Rik,0,0
Gm14668,0,0
Gm11859,0,0
1700015F17Rik,0,0
Tpd52l1,3,2
n-R5s21,0,0
Slx4,26,27
Gm11718,0,0
Rims2,16,50
Ranbp6,15,2
Gm12517,0,0
Olfr758-ps1,0,0
Mrap,1,0
Fzd4,5,0
Tas2r106,0,0
Klk1,34,30
Klk1b5,5,5
Med20,24,20
Mir871,0,0
Lyzl6,0,0
4930442L01Rik,0,0
Klf15,1,0
Zfp420,4,4
Tor2a,26,39
Slc22a20,4,0
Gm12477,0,0
Gm17190,0,0
Gm12967,0,2
Klhl14,1,1
Vrtn,7,0
Gm7177,0,0
2210408F21Rik,5,1
Mir1929,0,0
Calm4,9,7
Mup12,0,0
Foxi3,1,0
Trim29,67,47
Psmd4,110,290
Gm16332,0,0
Gm9034,0,0
Rcsd1,111,23
Samhd1,172,62
Hadha,222,145
Chrnd,7,1
Lrrk1,379,63
C530005A16Rik,1,0
Taf13,20,44
Polr2i,14,92
Klf7,38,111
Snapc3,20,33
Olfr222,1,0
Edil3,1,5
Gm2869,0,0
4930526F13Rik,0,0
Dimt1,8,6
Zfp146,30,0
4930554H23Rik,0,0
Lpcat3,52,39
Spryd3,42,7
Zfp580,2,5
Lama2,12,6
Gm13689,1,0
Slc11a1,16,2
Trpv6,3,0
Hoxa2,1,4
Olfr38,0,0
Taf6,26,45
Fam169a,5,0
Prickle2,15,0
Rbm15b,98,369
Pwwp2a,34,64
Dennd2a,30,0
Gm12130,0,0
Kif18a,10,0
Cst7,3,0
Dand5,4,11
Ccdc142,0,0
Gm17043,0,0
Atg9b,6,11
Olfr948,0,0
Ovgp1,3,0
Nlrp1b,13,0
Gm12446,0,9
Vmn1r127,0,0
Pla2g2f,34,0
Gbp6,26,6
Irs4,1,0
Kif22-ps,0,0
Gm6055,5,37
Olfr1432,0,0
Nnat,24,6
Gm15208,0,0
Trib1,123,54
Tcl1b3,0,0
Fezf2,758,115
Gm7358,0,0
Gm9126,0,0
Nr0b2,5,0
Tshr,3,0
Gm11620,1,0
Tnfrsf1b,48,5
Ifnb1,2,3
Stk24,101,81
Ctps,35,4
4930451I11Rik,0,0
Vmn1r90,0,0
Piwil1,4,0
Gm17180,0,0
Mfsd9,4,7
Aars,145,54
Gm12319,3,0
Gbp11,9,0
Spry4,16,5
Tpk1,19,7
Gm11256,0,0
Gm12455,0,0
Syap1,49,29
Chdh,45,306
Cga,9,1
Ncbp1,56,35
Edaradd,24,5
Mllt6,79,100
Igkv14-126,2,0
Prr15l,12,172
4930406D18Rik,0,0
Gm14615,0,3
Efcab2,10,9
Gm14783,0,0
Slc26a2,90,11
Gm8264,0,0
Fut7,1,1
Gm9436,0,0
Mtcp1,4,8
Esd,72,75
Gm15094,0,0
Fam45a,17,13
Scn10a,9,0
Adam3,0,1
Lmo7,78,174
Traf5,8,0
Pdia2,1,0
Stx1a,7,5
Il1f9,7,0
Gm14826,0,0
Myf5,0,0
Thbs2,18,0
Cdcp2,7,0
Tmx3,96,6
Gm12047,0,0
Nppa,7,17
Gm8220,0,0
2010007H06Rik,11,0
Olfr407-ps1,0,0
Lyrm2,12,26
Gm3005,1,0
4930556M19Rik,2,0
Psg27,35,0
Gm15518,0,0
Gm7237,0,0
Tmx1,50,32
Prg2,83,20
Ier5l,18,21
Bpifc,54,0
Spink4,8,20
Gm4660,0,0
9330171B17Rik,0,0
Gm4558,0,0
Plcxd1,2,0
Gm11258,0,0
Gm14117,2,0
Gm13787,0,0
Fzd6,150,18
Olfr136,0,0
Gm11613,10,14
Maea,128,111
Styx,14,0
Gm12686,0,0
Lman2l,26,27
Pdlim1,128,40
Gm19246,0,6
Ankzf1,21,21
Gm12369,0,0
Gm11835,0,0
Ptdss2,68,21
Gm13976,0,0
Dip2b,100,96
Mlh3,23,12
Alox12,12,13
Olfr963,0,0
Gtf3c6,34,40
Cdk12,88,64
Gm14207,12,0
Slu7,70,96
Gm14697,0,0
Ppp1r15b,155,102
Gm11844,0,0
Mir484,0,0
Plagl1,333,82
Rad54l2,80,44
Aass,3,0
Chd3,478,130
Rpl30-ps1,0,0
Olfr1327-ps1,0,0
Cadm1,52,11
Tmem126b,14,36
Rab33b,15,10
Gm16216,1,0
Gm17108,0,0
Gm15928,0,0
Lsm11,7,9
Stat5b,136,21
Gm6741,0,0
Gm5471,0,0
Gm11406,0,0
Dleu7,45,5
Map2k2,112,150
Defa-ps3,0,0
Gm14947,0,0
Vmn1r33,0,0
Bmp2k,287,75
Atp12a,21,4
Gm16008,2,0
Tpt1,550,311
Galk1,24,29
Pank2,37,52
Gm12226,1,0
Gm10486,0,0
Usp27x,6,0
Dhx16,72,38
Gm2959,0,0
Txndc15,117,45
Gm13327,0,0
Gm9750,0,0
Gm14896,0,0
Arhgef3,138,11
Gm20482,0,0
Rsph6a,1,0
Gm2810,1,0
Vmn1r233,0,0
3425401B19Rik,13,2
Vmn2r41,0,0
Ppm1a,111,53
Gm17268,0,0
Ceacam19,4,6
Mir669p-2,0,0
Tmem201,24,20
Gm5187,0,5
Ccdc157,42,18
Olfr1026,0,0
Gm15191,0,0
1700086P04Rik,1,0
Kctd16,1,0
Hipk2,113,28
Meis1,20,46
Gm14213,0,0
Erg,22,0
Zfp704,10,15
Olfr1366,0,0
Arl5a,20,14
Gm11707,0,0
Plac1,2,0
Cap1,389,342
Slc27a5,1,0
Gm12273,0,0
Vamp2,119,205
Nsun6,10,1
Mir130a,0,0
Rabl2,14,25
Fgfr1op2,59,74
Gm597,0,0
Gm12677,0,0
Gm15343,0,0
Cd93,3,0
Rpl35a-ps6,0,0
Vdac1,216,159
Kif13b,206,73
Rcc2,234,50
Figla,0,0
Olfr502,0,0
Fes,24,115
BC035044,2,9
Gzmd,2,26
Nfatc2ip,15,0
Scarna13,0,0
Kif26a,119,15
Gm14792,0,0
Trmt61b,3,2
Gm11518,3,114
Gm17224,0,0
Gm14339,0,0
Sf3b4,22,15
Mir504,0,0
Cox5a,73,294
Lhx2,4,0
Sfn,144,77
Polr1a,58,16
Dync2li1,18,38
Gm15990,1,0
Gm6205,0,0
Atp6v0a2,112,70
Cdc20b,5,0
Pdcd11,61,37
Gm14996,0,0
Vmn2r31,0,0
Thsd7a,12,0
Plagl2,63,70
Lrrc42,873,153
Plvap,39,1
Ccdc34,16,65
Olfr1117-ps1,0,0
Eno2,170,35
Ascl3,0,0
Gnrhr,1,0
Gm15389,0,0
Capn11,4,5
Olfml3,2,11
Gm16084,0,0
Tnrc6a,109,104
Ruvbl2,60,18
Gm16195,0,0
Gm11650,0,2
Gm5398,0,0
Gm11575,0,0
D6Ertd474e,0,0
Gm13153,0,0
Myl12b,11,502
Crot,36,57
Lrig2,36,19
Cggbp1,95,76
2510046G10Rik,1,0
Ppp1r11,48,122
Kcnrg,1,0
Gm12324,2,0
Olfr723,0,0
Gm20468,0,0
Zfp51,10,3
Vmn2r-ps65,0,0
Gm1866,0,2
Gm4879,0,7
Stk11ip,65,15
Gm15273,0,0
Csf2rb,232,30
Prr13,157,276
Hmbs,33,0
Sv2a,2,6
Gm6990,0,0
Chrne,7,1
A930015D03Rik,0,0
Tbc1d9,41,29
Csnk2b,126,197
Mcee,22,76
Dph5,62,11
Cxcr5,39,6
Rerg,3,0
Gm11472,0,0
Gm16933,0,0
Gm16225,0,0
Zfp330,48,36
Defa26,0,0
C4b,8,0
Gm14082,0,0
Gm6612,0,5
Cd101,3,0
Eif2ak3,47,29
Icam4,0,0
Gdf3,18,7
Hs3st2,2,0
Rpl35-ps1,0,0
Brd2,517,416
Gm14661,0,0
Pofut2,36,40
Fam107b,211,10
Psmb2,90,114
Zfhx3,42,296
Dst,357,646
Dhdds,45,19
2310002L09Rik,0,0
Usp53,25,12
Inhbc,1,0
Slc25a29,9,42
Ighv1-24,0,0
Zfp759,3,0
Dcun1d3,13,9
Shox2,2,0
Olfr657,0,0
Gm15958,0,0
Gm3513,0,0
G6pdx,39,67
Gm14042,0,0
Creb5,3,0
Prdx6,67,180
Gm15573,1,0
Nhej1,6,3
Foxo4,31,18
Dcdc2c,1,0
Vps13b,101,28
Gm13860,0,0
Rps12-ps6,0,0
Olfr788,0,0
Gm16162,0,0
Itpripl2,279,8
Mir200c,0,0
1700021J08Rik,0,0
1700006A11Rik,0,0
Gm12382,0,0
Serpinb3b,1,0
Pbk,17,0
Gm6134,0,4
Bop1,74,9
Atp5j,87,210
Gm7309,0,0
Me2,50,58
Slc36a4,20,5
Zfpl1,20,26
Rps19-ps10,0,2
Olfr402,0,0
Tagln,1,89
n-R5s30,0,0
Gm5444,0,0
Mpped1,9,0
Hils1,1,0
Med17,34,18
Mir30d,0,0
A830011K09Rik,0,0
Bend5,3,15
Col27a1,164,31
Vmn2r98,0,0
Gm2128,0,0
Naf1,21,3
Traf4,66,37
Gm13054,0,0
Wnt9b,14,0
Elmod2,33,0
Omd,0,0
Cyp17a1,12,2
A930012L18Rik,1,3
Klk1b4,8,2
Gm6676,0,0
Gm15651,0,0
Igf2bp1,9,0
Gm3542,0,0
Olfr822,0,0
Dbh,10,0
Zfp346,16,13
Gin1,6,30
Prl2b1,0,0
I0C0044D17Rik,1,0
Olfr5,0,0
Rnf40,211,85
Nfkbid,120,5
Olfr1301,0,0
Bcl7a,42,13
Gm3409,0,0
Zbtb40,32,4
Gm9435,0,0
Ccdc70,0,0
Gm11878,0,0
Olfr837,0,0
Evl,46,52
Gm15506,0,0
4930488B22Rik,0,0
Adam25,0,0
Gm13562,1,0
Gm10134,1,0
Slc1a3,147,13
Gm15972,0,4
Cct6b,1,0
Otud7a,1,0
Cep78,7,4
Acer3,10,6
Gm6994,0,0
Mga,129,20
Nap1l2,1,0
Gm13732,0,0
Pnlip,6,0
Mrc1,91,6
Gm11452,0,0
Gm12504,2,36
Rpl27-ps2,0,1
2900089D17Rik,1,0
Anln,53,16
Fbxw13,1,0
Slc5a3,15,11
Gypc,6,1
Gm13255,0,0
Snrpn,21,57
Tmem72,8,0
Zfp961,18,10
Catsper1,0,0
Radil,10,0
4930578I06Rik,0,0
Gm11465,0,0
Zfand1,9,0
Gm3160,0,0
Gm13412,0,0
Rpl29-ps5,0,1
Gm12235,0,0
Mir365-1,0,0
Stk19-ps1,0,0
Olfr147,0,0
Tssc4,22,2
Ext2,52,32
Fxyd2,68,101
Gm4963,0,2
Vmn2r33,0,0
Fbp1,7,0
Grm3,1,0
Nudt15,2,0
Gm4925,0,2
Gm11238,0,0
Hsf1,41,29
Gm14010,0,0
Zfp956,25,6
Glp1r,6,0
Gm14678,0,0
Akr1c13,16,4
Gm14634,0,4
4930571K23Rik,0,0
Gm16580,5,37
Tm4sf1,7,11
Malt1,122,8
Gm15946,0,14
Pdha2,0,0
Kpna7,14,2
Dact1,18,14
Cd3eap,11,23
Olfr1121,0,0
Mir1962,0,0
Olfr772,0,0
B4galt1,54,38
1700001L05Rik,19,0
Noxa1,3,0
Efemp1,2,5
Gm13094,0,7
Dusp22,108,28
Ywhaz,241,131
Tada3,36,58
Gm17174,0,0
Gm9266,0,0
Vmn2r-ps56,0,0
Cyp4a14,2,0
Arntl,30,21
Fuca2,55,32
Dbt,29,2
Gm12315,1,0
Gm14774,0,0
Sdsl,10,15
Gm1604b,0,0
Alg13,9,39
Gm13423,0,0
Klhl4,1,0
Snx3,98,132
Gm12633,0,0
Gm6493,10,0
Plcg2,83,312
Prrc1,31,34
Efna2,5,7
Rpgrip1,8,4
Hipk3,322,63
Lix1,5,2
Mrpl28,30,41
Slc32a1,3,0
Mfap5,12,10
1700084C06Rik,0,0
Pak1,23,15
Ap1m1,55,52
Cdh23,58,0
Gm12482,0,4
Gm17035,0,0
Star,23,0
Gm6285,0,6
Capns2,1,0
Tgm6,5,0
n-R5s24,0,0
Cast,91,53
Capns1,138,459
A730036I17Rik,34,0
Ermap,12,4
Tinf2,48,34
Muc16,10,0
Gm15535,1,4
Gm15733,0,0
n-R5s56,0,0
Gm17059,0,0
1700064H15Rik,0,0
1700025N21Rik,0,0
Krt2,13,0
Ofd1,19,22
Gm5761,0,0
Kin,17,49
Klhdc9,1,2
Olfr268-ps1,0,0
Gnal,9,0
S100a13,87,374
Slxl1,0,0
2610008E11Rik,16,6
Il18rap,3,0
Atl3,118,4
Scrg1,1,0
Olfr663,0,0
Rpl30-ps3,0,0
Gm11027,0,0
n-R5s94,0,0
Agbl5,19,7
C2cd4c,1,0
Gm17151,0,0
Gm15198,0,5
Gm7665,25,17
Smarcc1,110,187
Tmem39a,64,8
Tbc1d14,92,29
Gm14429,0,0
Rp1l1,7,0
Fam24a,0,0
Olfr1263,0,0
Ankrd45,3,0
Cluap1,12,32
Gm7289,0,0
Msl2,59,0
Olfr1271,0,0
Cyp2a4,1,0
Ehd2,8,0
Gba2,39,4
Cdk11b,99,72
n-R5s128,0,0
Igbp1b,0,0
Tlr9,82,0
Olfr357,0,0
Igkv7-33,0,0
Gm13402,0,0
Gm5809,0,0
Gm7822,0,0
Gm5616,0,3
Gm16104,0,0
6530402F18Rik,67,9
Plekhh2,24,0
Pou1f1,3,0
Rfc1,41,107
Gmds,12,22
Gm4246,0,0
Snord100,0,0
Rpsa-ps5,0,2
Gm7125,0,2
Gm5645,0,0
Kcnab2,8,60
Prom1,19,0
Gm13127,2,3
Defa-ps17,0,0
Trim16,5,0
Gm18733,1,0
Adcy5,49,220
Mir431,0,0
Gm14575,0,0
Wasf1,3,0
Atp1a4,2,5
Rgs18,0,3
Gm5535,1,0
Fubp3,63,0
BC030500,0,0
Gm8597,0,0
Scarna8,0,0
Triap1,20,71
Gm1992,0,0
Mest,7,9
Gm14470,0,0
Gm14161,2,7
Pcdhb15,1,0
Dtnb,29,222
Gm13026,1,0
Ints1,133,40
Gm9936,1,0
Mdh1b,0,0
Rfx7,49,4
Phox2b,2,0
Arf2,23,10
Pou3f2,1,0
Sdhc,96,183
Gm4890,2,2
Hebp2,6,30
Gm10855,0,2
Cst3,239,704
Olfr143,0,0
Nhlh1,4,0
Ccs,34,73
Kazn,153,88
5330439K02Rik,0,0
Irs2,146,157
Rdm1,36,69
Tmprss9,11,0
Tm4sf5,55,11
Msgn1,0,0
Snord14c,0,1
Rnf180,93,0
P2rx1,14,0
Tram2,7,0
Golt1b,41,5
Gm12163,0,0
Clec4d,0,0
Ces1a,12,0
Hpgd,17,22
Reln,65,0
Mup-ps17,0,0
Fam160a2,46,9
Clec14a,1,0
Gm13943,0,0
Vmn2r67,0,0
Mrpl19,26,35
Gm4297,0,0
Npm3,19,2
Gm14229,0,0
Wdr70,20,25
Olfr1310,0,0
Jun,705,930
4933407L21Rik,0,0
Gm20512,0,0
Mapt,11,4
Retsat,20,10
4931413I07Rik,0,0
Edf1,144,431
Rbm14,48,30
Gm11487,0,0
Sycp2,5,0
Gm12154,0,0
Gm13133,0,0
Ctla2b,0,0
mt-Tt,0,0
Ggps1,29,20
Ighv9-3,0,0
Prl6a1,0,0
Gm12656,0,0
Olfr1431,0,0
Gm14275,32,5
Ube2z,184,77
Gm13142,0,0
Eif4a-ps4,31,5
Paqr3,15,0
Fam192a,46,39
Olfr1098,0,0
Pag1,26,0
Rassf5,27,4
Mir19a,0,0
Gm14064,0,0
8430432A02Rik,0,0
Olfr133,0,0
Ctrc,1,0
Tpd52,48,76
Gm8501,0,0
Skint4,259,18
Ndufa12,29,136
Gm7541,0,0
Son,687,546
Gm14731,0,0
Gm12131,0,0
Gm13189,0,0
Fam53a,42,31
Gm17068,0,0
Gm7381,0,0
Ormdl3,20,13
Gm1123,2,0
Gm15842,0,0
Exoc6,28,36
Vmn1r54,0,0
Frmd4b,28,19
Gm15807,0,0
Gm11110,5,5
Gm11756,0,0
Olfr775,0,0
Mir1224,0,0
Chst2,64,53
Gm5229,0,0
Nmur1,5,0
Gm11568,0,0
Gm14098,0,0
Etv3,449,26
Zfp804b,1,0
Vmn2r-ps82,0,0
Eny2,32,48
Gpatch1,14,10
Spata6,52,8
Gm13588,0,0
Gm13690,0,0
Gm12416,0,0
Mrps7,117,72
mt-Tn,0,0
Ccl2,26,6
Gm15326,0,0
Gm12613,0,0
Lrrc30,1,0
Gm12187,0,0
Gm11923,0,0
Defb29,0,0
Gm15594,0,0
Tnfrsf18,4,3
Zdhhc15,4,0
Gm11077,0,0
Vmn1r-ps144,0,0
Crym,21,104
Hspb11,77,56
Arhgap20,3,3
Atg10,10,10
Zfp456,2,0
Zfp938,6,2
Sprr2a3,4,8
Zbtb44,30,23
Vhl,28,14
Cilp2,3,0
Trav18,0,0
Tspan12,5,5
Lrp6,168,86
Nacc1,121,84
Rab4a,5,6
Ralyl,1,0
Mir410,0,0
Tasp1,11,3
Gm7851,0,0
Gm14533,0,0
Ccdc14,8,0
4931429L15Rik,1,0
Slc22a8,1,0
Gm12030,0,0
Agxt,7,0
Gm15744,0,0
Fam136b-ps,1,0
Rps6kb1,44,83
Ear1,3,0
Gm12294,1,0
4930404H24Rik,0,0
Bbs7,11,4
Cadm3,50,3
Slco5a1,408,21
Diablo,11,63
Phc3,276,48
Vmn2r79,0,0
Olfr1192-ps1,0,0
Atp6ap1,127,109
Tpm2,142,48
Pcdh9,4,0
Gm4894,0,0
Olfr75-ps1,0,0
Cenph,5,2
Gm12694,0,0
3000002C10Rik,3,11
Gm12498,1,0
Tex10,30,11
Olfr508,0,0
Mir297a-3,0,0
Npy2r,2,0
4930526A20Rik,1,2
Gkn2,9,2
Gm11992,7,0
Btbd16,2,5
Gm2058,3,1
Lingo4,2,0
Olfr1497,0,0
Cmtm8,17,229
Gm15934,0,0
Apol10a,4,0
Gm16249,0,0
Lamc1,51,14
Zfp446,13,4
Gm15097,0,0
Defa24,3,0
Gm16068,0,0
Zfp114,1,1
Anxa11,57,9
Mir34b,0,0
Drg1,58,16
1700123L14Rik,0,0
Hint2,9,88
Gm12888,1,0
Gm3242,0,0
Pdrg1,66,104
Gm15780,0,0
Cntln,18,11
Crhbp,140,26
Osbp,130,41
Ccnt2,84,39
Zfp101,11,2
Tfb2m,9,2
Cebpg,128,128
Gm12869,1,0
Sbf1,131,71
Gm12418,1,0
Gm12582,0,0
4930572O03Rik,0,2
9330159M07Rik,3,2
Ogfr,83,86
Pias2,29,3
Gm6003,0,0
Btrc,49,41
Cebpb,42,42
Mvd,34,2
Gm15953,0,0
Mrvi1,21,0
Gm16421,0,0
Gm16056,0,0
Nek4,28,12
Olfr178,0,0
Gm15356,0,0
3110004A20Rik,0,0
Klk1b3,8,0
Krt78,34,17
5430427M07Rik,1,0
Trav8d-1,0,0
D030056L22Rik,12,2
Cry2,52,15
Olfr926,0,0
Agtr1a,2,0
Gm15994,0,0
4921507G05Rik,0,0
Gm773,0,0
Ttc39d,1,0
Caml,20,34
Gm6446,0,0
Golga5,67,39
Morc1,3,5
Zcchc10,5,7
Gabra4,2,0
4921518K17Rik,0,0
Cyp24a1,7,0
4930551O13Rik,0,0
Ighv8-12,0,0
Coq6,16,8
Gm16294,0,0
Cd4,35,15
C5ar1,4,0
Blnk,226,126
4933428M09Rik,0,0
Tas2r130,0,0
Klhl31,1,13
Icam2,2,4
Gm8402,0,0
Psg19,2,0
Tmsb15a,3,0
Nog,1,0
Tmsb15b1,0,5
Clec2e,2,0
Gm11364,0,0
Polr2k,9,11
4931413K12Rik,1,0
Rab3a,8,96
Gm12310,0,0
Iqck,3,0
Gm12798,0,0
BC043934,0,0
Gm13500,0,0
Olfr1338,0,0
n-R5s200,0,0
Gm13431,3,0
A630010A05Rik,0,8
Tmem19,204,20
Ocrl,16,0
Olfr411,1,0
Gm10100,0,0
Gm13438,0,0
Armc6,13,7
Gpr165,2,8
Gm8121,2,7
Vwa3b,2,0
Hmgb3,11,51
Gm13773,0,0
Olfr1350,1,0
Gm15329,0,0
Gm12412,0,0
Gm13238,0,0
Gys2,16,0
Tnfrsf4,24,3
Gm15180,0,0
Gm10540,0,0
Gm10434,0,0
Rps26-ps1,6,83
Sfxn2,14,9
Fgf5,1,0
Mir216a,0,0
Cog1,56,26
Pan3,66,9
Ipo8,54,16
Gm5380,3,0
Vsig1,8,0
Crebl2,53,25
Gm2855,0,0
Gm9979,0,0
Actr6,7,9
Gm14784,0,0
Sart1,92,105
Camk1g,3,0
Gm13604,0,0
Mlf1,13,38
Gm16189,0,0
Gm17136,0,0
Gm15895,0,0
Gm6684,0,0
Rtn2,4,1
Vmn1r-ps63,0,0
Doxl2,5,0
Gm17249,1,1
Rps6ka2,26,31
Bach1,158,21
Gm12419,0,0
Pgrmc2,160,58
Csn2,1001,60
Pot1a,14,5
Gm16144,1,0
Gm9109,0,0
1700024B05Rik,0,0
Zfp46,61,1
Alg10b,85,9
n-R5s102,0,0
Lztfl1,22,12
Srr,11,37
Gm16311,0,0
Gm15521,0,0
Ubqln4,47,35
Tox2,10,0
Nudt18,18,55
Tspan32,6,0
B230118H07Rik,9,41
Gm9894,1,0
Gm5244,0,516
Sh3gl3,3,0
E030042O20Rik,0,0
Gm12790,0,0
Olfr653,0,0
Gm5316,0,0
Gm14914,0,0
Mrps36,7,13
Ubp1,105,26
Dkk4,1,0
Rps23,73,21
Gm15731,0,0
n-R5s130,0,0
Zfp808,1,0
Pmfbp1,3,0
Gm11816,0,0
Suz12,59,33
Ube2e1,21,41
Dynlt1f,2,0
Mfsd3,4,5
Gab1,30,21
Gga3,165,26
Zfp74,5,0
Dpagt1,22,24
Fbxl17,47,24
Cd8b1,5,3
Gm3084,0,0
Tnni1,32,10
Mir466b-2,0,0
Olfr493,0,0
Runx1t1,4,7
Zfp553,36,40
Olfr370,0,0
Snora3,0,0
Gm3264,0,0
Ugt2b37,0,0
Tnfrsf19,8,2
Gm2155,0,0
Gm12943,0,15
Tmem217,0,0
Gm3027,0,0
Utf1,224,20
Dmbt1,48,6
Mmp2,8,10
Gm13809,0,0
Ahcyl1,166,23
Krtap1-4,0,0
Ppp2r2c,6,0
Gm13557,0,0
Gm15597,0,0
Vmn1r143,0,0
Insl6,15,15
Gm3585,0,0
Tnnt2,126,148
Cdk9,52,47
Ythdf1,65,44
Igf2r,134,81
Gas7,445,117
Gm8894,1,1
A530017D24Rik,3,4
2210408I21Rik,7,1
Gm14238,0,0
Nck2,54,32
Gm15687,0,0
Pebp4,2,0
Gm5436,10,63
Hba-a2,2,15
Gm13359,1,7
Gm3488,0,0
n-R5s5,0,0
En1,4,0
Olfr806,0,0
Klhl15,9,0
Macf1,680,242
Capn13,13,31
Olfr171,0,0
Gal,48,22
Gm10076,12,1953
Slc25a44,33,20
Cirbp,43,212
Gm16280,0,0
Gm10916,0,0
Ssrp1,176,131
Ctxn3,2,0
Pcmt1,55,31
Lrrn4cl,4,0
Atrn,100,22
Tff3,41,32
Sdc3,49,20
Slc25a18,3,0
Echdc2,14,11
4833427F10Rik,1,0
Pcsk2,10,0
Trub1,15,18
Pipox,8,2
Gm14951,0,0
Nudt21,16,9
Olfr156,0,0
9130015L21Rik,0,0
Gm5155,0,0
Gm14193,0,0
Vgll4,126,130
Strn4,100,51
Gm14807,0,6
Usp11,36,7
Gm12579,0,0
Gm13042,1,0
Rarg,24,8
Gm14014,0,0
Fgfr1,8,5
Galnt12,41,15
Fibcd1,14,0
Hp1bp3,138,275
Sfswap,70,45
Gen1,6,0
Gm6807,0,62
Gzmn,1,2
Slc5a9,58,84
Gm12727,0,0
Sel1l3,195,74
Amd-ps1,0,0
Rhobtb3,5,0
Cd83,52,10
AC108942.1,0,0
Gm13340,97,411
Rac2,264,434
Stc1,10,4
Arfgap2,41,42
4930448E22Rik,0,0
Hddc3,1,8
Olfr934,0,0
Cpa1,0,0
n-R5s209,0,0
Zfp524,4,44
Fign,1,0
Psap,1115,284
Gm10581,0,0
Tmem121,9,46
Actl7b,0,0
Gm14057,1,9
A330032B11Rik,0,0
Gm15852,0,0
Gm11766,1,0
Vps4a,39,64
Erc2,8,0
Psmd3,155,97
Mrgprf,1,0
Aldh5a1,16,12
Olfr485,0,0
Cldn8,1,0
Gm14240,1,0
Gabpb2,126,55
Sap18,24,99
Vmn1r-ps61,0,0
Rec8,4,2
Usp25,87,67
Tmem11,37,12
Mir541,0,0
Gm12623,0,0
Ehd4,36,16
Mir741,0,0
Prdm10,30,17
Slc5a8,85,2
Ptk2,51,31
Wdr5b,9,19
1700125G22Rik,0,0
4930522H14Rik,0,0
Gm3453,0,0
Ms4a5,0,0
Gm12867,1,0
Crhr2,5,0
Gm10059,3,268
Sirt5,6,15
Kcnh8,5,32
Gm10488,0,0
Rfc2,57,56
Gm13901,0,0
Sccpdh,17,25
4930525G20Rik,0,0
Rnaseh2c,13,63
Gm15621,0,0
Scel,4,2
Arpp21,7,0
1700066O22Rik,0,0
Gm5255,0,0
9230020A06Rik,1,0
Kif18b,15,0
Wfdc6b,0,0
Olfr796,0,0
Papln,11,0
Khsrp,136,146
Vcpip1,54,10
Gm11454,0,0
Vmn1r-ps73,0,0
Psrc1,12,15
Fam131a,11,19
Ints3,83,36
Gm16149,0,0
Gm10814,1,5
2010110K18Rik,1,0
Gm13535,0,0
Prelid2,3,0
Asb13,21,16
Gm7164,0,0
Krt77,137,0
Gm5174,0,0
Aoah,1,2
Olfr1159-ps1,0,0
n-R5s119,0,0
Gm14868,0,0
Rps6-ps1,2,93
Tnni2,4,0
Samd12,16,2
Olfr887,0,0
Mup-ps13,0,0
Gm10706,3,0
Psmb6,127,308
Gm7984,3,0
Bad,24,73
Xirp1,15,0
